"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060411261005","CA","060411261005","=""060411261005""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411262001","CA","060411262001","=""060411262001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411262002","CA","060411262002","=""060411262002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411262003","CA","060411262003","=""060411262003""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411270001","CA","060411270001","=""060411270001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411270002","CA","060411270002","=""060411270002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411270003","CA","060411270003","=""060411270003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411270004","CA","060411270004","=""060411270004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411270005","CA","060411270005","=""060411270005""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411281001","CA","060411281001","=""060411281001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411281002","CA","060411281002","=""060411281002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411281003","CA","060411281003","=""060411281003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411282001","CA","060411282001","=""060411282001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411282002","CA","060411282002","=""060411282002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411282003","CA","060411282003","=""060411282003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411290001","CA","060411290001","=""060411290001""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411290002","CA","060411290002","=""060411290002""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411302011","CA","060411302011","=""060411302011""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411302012","CA","060411302012","=""060411302012""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411302013","CA","060411302013","=""060411302013""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411302031","CA","060411302031","=""060411302031""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411302041","CA","060411302041","=""060411302041""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411302042","CA","060411302042","=""060411302042""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411302043","CA","060411302043","=""060411302043""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411311001","CA","060411311001","=""060411311001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411321001","CA","060411321001","=""060411321001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411321002","CA","060411321002","=""060411321002""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060411322001","CA","060411322001","=""060411322001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411322002","CA","060411322002","=""060411322002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411322003","CA","060411322003","=""060411322003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411330001","CA","060411330001","=""060411330001""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060411330002","CA","060411330002","=""060411330002""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060411330003","CA","060411330003","=""060411330003""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060411330004","CA","060411330004","=""060411330004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060419901000","CA","060419901000","=""060419901000""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060430001011","CA","060430001011","=""060430001011""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060430001012","CA","060430001012","=""060430001012""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060430001013","CA","060430001013","=""060430001013""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060430001014","CA","060430001014","=""060430001014""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060430001021","CA","060430001021","=""060430001021""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060430001022","CA","060430001022","=""060430001022""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060430002001","CA","060430002001","=""060430002001""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060430002002","CA","060430002002","=""060430002002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060430002003","CA","060430002003","=""060430002003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060430003011","CA","060430003011","=""060430003011""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060430003012","CA","060430003012","=""060430003012""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060430003013","CA","060430003013","=""060430003013""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060430003021","CA","060430003021","=""060430003021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060430003022","CA","060430003022","=""060430003022""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060430003023","CA","060430003023","=""060430003023""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060430004001","CA","060430004001","=""060430004001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060430004002","CA","060430004002","=""060430004002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060450101001","CA","060450101001","=""060450101001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060450101002","CA","060450101002","=""060450101002""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060450101003","CA","060450101003","=""060450101003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060450102001","CA","060450102001","=""060450102001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060450102002","CA","060450102002","=""060450102002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060450102003","CA","060450102003","=""060450102003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060450102004","CA","060450102004","=""060450102004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060450103001","CA","060450103001","=""060450103001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060450103002","CA","060450103002","=""060450103002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060450103003","CA","060450103003","=""060450103003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060450103004","CA","060450103004","=""060450103004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060450103005","CA","060450103005","=""060450103005""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060450104001","CA","060450104001","=""060450104001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060450104002","CA","060450104002","=""060450104002""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060450104003","CA","060450104003","=""060450104003""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060450104004","CA","060450104004","=""060450104004""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060450105001","CA","060450105001","=""060450105001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060450105002","CA","060450105002","=""060450105002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060450105003","CA","060450105003","=""060450105003""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060450105004","CA","060450105004","=""060450105004""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060450105005","CA","060450105005","=""060450105005""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060450106011","CA","060450106011","=""060450106011""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060450106012","CA","060450106012","=""060450106012""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060450106013","CA","060450106013","=""060450106013""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060450106021","CA","060450106021","=""060450106021""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060450106022","CA","060450106022","=""060450106022""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060450106023","CA","060450106023","=""060450106023""","2.4","2019-2023","2022","Census","California (State)"
